PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2809621,16022914,26,2016-02-07T02:01:00,"1500 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,1702,3,4,-79.98330671,40.42868483
2809624,16022924,18,2016-02-07T02:07:00,"300 Block Birmingham AV Pittsburgh, PA 15210",Y,Carrick,3,MARIJUANA-POSSESS,13(a)(31) Marijuana: Possession Small Amount,2902,4,4,-79.98401857,40.40279274
2817881,16022913,4,2016-02-07T02:08:00,"200 Block Ophelia ST Pittsburgh, PA 15213",Y,South Oakland,4,AGG ASSAULT/OTHER/INJURY,907 Possessing Instruments of Crime. / 2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,409,6,3,-79.96488827,40.43554598
2809623,16022922,99,2016-02-07T02:15:00,"E Carson ST & S 13th ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,4,-79.9853271,40.42877496
2809726,16022933,24,2016-02-07T02:25:00,"Merrick AV & Freedom AV Pittsburgh, PA 15226",Y,Brookline,6,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1918,4,4,-80.01040868,40.39013461
2809731,16022950,23,2016-02-07T02:30:00,"S 16th ST & E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1702,3,4,-79.98271222,40.4288317
2809625,16022927,26,2016-02-07T02:31:00,"60 Block S 15th ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,4,-79.98365675,40.4293055
2809730,16022942,26,2016-02-07T02:35:00,"S 17th ST & E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,4,-79.98204758,40.42883493
2809626,16022931,23,2016-02-07T02:41:00,"S 15th ST & Roland ST Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1702,3,4,-79.98343519,40.42855549
2809737,16022952,99,2016-02-07T03:00:00,"S 23rd ST & Sarah ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,4,-79.97313515,40.42740592
2809711,16023592,26,2016-02-07T03:00:00,"20 Block Sharon ST Pittsburgh, PA 15210",N,South Side Slopes,3,CRIMINAL TRESPASS,3502 Burglary.,1706,3,4,-79.98683815,40.42176343
2812185,16029787,99,2016-02-07T03:27:00,"6600 Block Frankstown AV Pittsburgh, PA 15206",N,Larimer,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1208,9,2,-79.91088157,40.45922043
2809739,16022974,23,2016-02-07T03:54:00,"200 Block Atwood ST Pittsburgh, PA 15213",Y,Central Oakland,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 601.10 (a) Spitting,405,3,3,-79.95688887,40.44042041
2809744,16022985,6,2016-02-07T04:30:00,"1300 Block Hazlip WY Pittsburgh, PA 15212",N,Central Northside,1,"THEFT M.V. PARTS,ACCESSORIES",3934 Theft from Vehicle,2206,6,1,-80.00698297,40.45836903
2809745,16022987,26,2016-02-07T04:57:00,"Lytle ST & Courtland ST Pittsburgh, PA 15207",Y,Hazelwood,4,DRUG PARAPHERNALIA,1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 13(a)(32) Paraphernalia - Use or Possession,1501,5,3,-79.94497555,40.40516608
2809754,16022992,99,2016-02-07T05:00:00,"S 17th ST & Roland ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,4,-79.98208226,40.42852535
2809757,16022998,3,2016-02-07T05:20:00,"800 Block Brushton AV Pittsburgh, PA 15221",Y,Homewood South,5,ROBBERY/CARJACK/GUN,903 Criminal Conspiracy. / 3701 Robbery. / 3702 Robbery of Motor Vehicle.,1304,9,2,-79.88837848,40.45461029
2810072,16023012,99,2016-02-07T06:30:00,"1200 Block Mohler ST Pittsburgh, PA 15221",N,Homewood North,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1301,9,2,-79.8868863,40.45981121
2810095,16023013,99,2016-02-07T08:05:00,"300 Block Jumonville ST Pittsburgh, PA 15219",N,Bluff,2,NA,9122 Miscellaneous Fire Vehicle Investigation to Continue,103,6,3,-79.97784381,40.43686114
2810103,16023023,6,2016-02-07T08:07:00,"1500 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM BUILDING,3921 Theft by Unlawful Taking or Disposition.,1702,3,4,-79.98330671,40.42868483
2809524,16024189,6,2016-02-07T08:30:00,"1500 Block Antrim ST Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2703,1,1,-80.03622938,40.47581777
2809724,16023645,14,2016-02-07T09:00:00,"1400 Block Alton ST Pittsburgh, PA 15216",N,Beechview,6,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1916,4,5,-80.02117303,40.41302129
2810106,16023049,99,2016-02-07T09:30:00,"Aaron AV & Glenbury ST Pittsburgh, PA 15234",N,Overbrook,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,3207,4,4,-80.00213297,40.3870177
2809540,16024259,7,2016-02-07T10:00:00,"S 14th ST & Sarah ST Pittsburgh, PA 15203",N,South Side Flats,3,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1702,3,4,-79.98406865,40.42763779
2810111,16023066,99,2016-02-07T10:47:00,"Penn AV & N Aiken AV Pittsburgh, PA 15224",N,Bloomfield,5,NA,3743 Accidents Involving Damage to Attended Veh. or Property,809,9,2,-79.93645035,40.46466058
2810107,16023063,26,2016-02-07T10:50:00,"7200 Block Verona BL Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HARRASSMENT-OTHER,2709(a) Harassment. / 2710 Ethnic Intimidation.,1202,9,2,-79.88912031,40.47234529
2810118,16023085,6,2016-02-07T11:00:00,"100 Block Linnview AV Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2902,4,4,-79.98882025,40.40319228
2810116,16023074,99,2016-02-07T11:07:00,"5700 Block Butler ST Pittsburgh, PA 15201",N,Stanton Heights,5,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1018,7,2,-79.94601567,40.4850701
2809924,16023765,11,2016-02-07T11:30:00,"3000 Block Merwyn AV Pittsburgh, PA 15204",N,Sheraden,6,THEFT BY DECEPTION,3922 Theft by Deception.,2018,2,5,-80.05185635,40.45726758
2809203,16023270,26,2016-02-07T12:05:00,"1900 Block Bedford AV Pittsburgh, PA 15219",N,Golden Triangle/Civic Arena,2,HARRASSMENT-OTHER,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,3,-79.98322477,40.44609496
2810130,16023101,99,2016-02-07T12:16:00,"400 Block N Highland AV Pittsburgh, PA 15206",Y,East Liberty,5,NA,9999 Miscellaneous Report (No Crime),1115,9,2,-79.92217164,40.4651578
2810123,16023100,26,2016-02-07T12:20:00,"1300 Block Herman ST Pittsburgh, PA 15212",N,Troy Hill-Herrs Island,1,ALL OTHER OFFENSES(EXPT TRAFF),607.03 Discharging Firearm or Airgun,2406,1,1,-79.98707589,40.46042195
2810137,16023116,6,2016-02-07T12:55:00,"2500 Block Saw Mill Run BL Pittsburgh, PA 15227",N,Overbrook,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,3204,4,4,-79.99579882,40.38213476
2810139,16023117,99,2016-02-07T13:12:00,"7200 Block Race ST Pittsburgh, PA 15208",N,Homewood North,5,NA,9504 Lost Property,1302,9,2,-79.8956906,40.45877713
2810142,16023118,14,2016-02-07T13:13:00,"1800 Block Spring Garden AV Pittsburgh, PA 15212",N,Spring Garden,1,CRIMINAL MISCHIEF,3304 Criminal Mischief. / 3503(b.1) Criminal Trespass - Simple Trespasser,2412,1,1,-79.98530271,40.46743137
2810145,16023145,6,2016-02-07T13:30:00,"600 Block Collins AV Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1113,9,2,-79.91898509,40.46670759
2810143,16023132,10,2016-02-07T13:35:00,"100 Block Hawthorne CT Pittsburgh, PA 15206",Y,Stanton Heights,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1018,7,2,-79.93231763,40.48709395
2810151,16023152,6,2016-02-07T13:46:00,"200 Block S Milvale ST Pittsburgh, PA 15224",N,Bloomfield,5,THEFT/PROP-LOST/MISLAID/DEL,3921(a) Theft by Unlawful Taking or Disposition - Movable item,809,7,2,-79.94571905,40.46485546
2810150,16023150,7,2016-02-07T14:00:00,"2400 Block Woodward AV Pittsburgh, PA 15226",N,Brookline,6,MOTOR VEH THEFT/TRUCK-BUS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1919,4,4,-80.02241665,40.4000168
2809733,16023151,6,2016-02-07T14:07:00,"5500 Block Walnut ST Pittsburgh, PA 15232",Y,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,8,2,-79.9335939,40.45096608
2810147,16023147,15,2016-02-07T14:18:00,"Liberty AV & Stanwix ST Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount,201,6,6,-80.00389726,40.44137136
2810156,16023167,14,2016-02-07T14:30:00,"400 Block E OHIO ST Pittsburgh, PA 15212",N,East Allegheny,1,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,2304,1,1,-80.00153324,40.45347051
2810153,16023166,5,2016-02-07T14:30:00,"900 Block Morningside AV Pittsburgh, PA 15201",N,Morningside,5,BURGLARY/FORCE ENT/RES,3502 Burglary.,1014,7,2,-79.93183043,40.47521848
2810165,16023189,11,2016-02-07T15:30:00,"200 Block S Highland AV Pittsburgh, PA 15232",N,Shadyside,4,IDENTITY THEFT,4120 Identity Theft,705,8,2,-79.92543474,40.45853284
2810166,16023194,6,2016-02-07T15:30:00,"5800 Block Baum BL Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1115,7,2,-79.93071291,40.4590111
2810169,16023218,5,2016-02-07T15:30:00,"800 Block Highview ST Pittsburgh, PA 15206",N,Morningside,5,BURGLARY/NO FORCE/RES,3502 Burglary.,1014,7,2,-79.92962541,40.47336801
2809222,16023351,24,2016-02-07T16:02:00,"3000 Block Arlington AV Pittsburgh, PA 15210",N,Arlington Heights,3,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,1604,3,4,-79.9656533,40.41728634
2809212,16023317,10,2016-02-07T16:03:00,"500 Block Liberty AV Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,201,6,6,-80.00347705,40.44123457
2809200,16023256,6,2016-02-07T16:04:00,"1500 Block Termon AV Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,2701,1,1,-80.03844335,40.48274351
2810167,16023200,99,2016-02-07T16:04:00,"1300 Block Woodland AV Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,NA,9497 Aided Case,2715,1,1,-80.03026585,40.46922282
2810172,16023227,99,2016-02-07T16:15:00,"200 Block Atwood ST Pittsburgh, PA 15213",N,Central Oakland,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,3,3,-79.95688887,40.44042041
2810171,16023221,11,2016-02-07T16:25:00,"800 Block Saw Mill Run BL Pittsburgh, PA 15226",N,Bon Air,3,THEFT OF SERVICES,3929 Retail Theft.,1806,4,4,-79.99594093,40.38189722
2809201,16023257,5,2016-02-07T16:30:00,"30 Block Maytide ST Pittsburgh, PA 15227",N,Carrick,3,BURGLARY/FORCE ENT/RES,3304 Criminal Mischief. / 3502 Burglary.,2904,4,4,-79.97912802,40.38455594
2809197,16023238,99,2016-02-07T16:47:00,"3400 Block Shadeland AV Pittsburgh, PA 15212",N,Brighton Heights,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2703,1,1,-80.03332337,40.47734497
2809196,16023235,99,2016-02-07T16:47:00,"5800 Block Rippey ST Pittsburgh, PA 15206",Y,East Liberty,5,NA,9489 Found Property,1115,9,2,-79.92595332,40.465403
2809199,16023251,99,2016-02-07T16:58:00,"10th St BRDG Pittsburgh, PA ",Y,Golden Triangle/Civic Arena,2,NA,9999 Miscellaneous Report (No Crime),201,,,0,0
2809916,16023733,99,2016-02-07T17:10:00,"300 Block N Euclid AV Pittsburgh, PA 15206",Y,East Liberty,5,NA,9489 Found Property,1115,9,2,-79.92651868,40.46459202
2809198,16023248,24,2016-02-07T17:25:00,"500 Block Oak Hill DR Pittsburgh, PA 15213",Y,Middle Hill,2,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,501,6,3,-79.96984075,40.44327214
2809748,16023684,24,2016-02-07T17:26:00,"1100 Block Greenfield AV Pittsburgh, PA 15217",N,Greenfield,4,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),1517,5,3,-79.92999868,40.42160162
2809204,16023280,99,2016-02-07T17:40:00,"West End BRDG & W Carson ST Pittsburgh, PA 15219",Y,South Shore,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1921,,,0,0
2809206,16023283,99,2016-02-07T17:59:00,"5800 Block Forbes AV Pittsburgh, PA 15217",N,Squirrel Hill South,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1408,5,3,-79.92280592,40.43784637
2809209,16023292,6,2016-02-07T18:10:00,"S 18th ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,1702,3,4,-79.97941678,40.4217084
2809188,16023309,5,2016-02-07T18:40:00,"600 Block Herschel ST Pittsburgh, PA 15220",Y,Elliott,6,BURGLARY/FORCE ENT/RES,903 Criminal Conspiracy. / 3502 Burglary.,2020,2,5,-80.04003357,40.43860001
2809211,16023315,99,2016-02-07T18:45:00,"Meyran AV & Louisa ST Pittsburgh, PA 15213",N,Central Oakland,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,3,3,-79.95659867,40.43918824
2809214,16023321,7,2016-02-07T19:00:00,"1700 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1702,3,4,-79.98186901,40.4285852
2809216,16023324,3,2016-02-07T19:15:00,"1900 Block Brownsville RD Pittsburgh, PA 15210",N,Carrick,3,ROBBERY/HIGHWAY/GUN,3701 Robbery.,2901,4,4,-79.9875055,40.39605243
2809529,16024212,3,2016-02-07T19:30:00,"Amber ST & Eva ST Pittsburgh, PA 15206",Y,East Liberty,5,ROBBERY/HIGHWAY/GUN,3701 Robbery.,1115,9,2,-79.93043386,40.46196044
2809226,16023360,10,2016-02-07T20:05:00,"100 Block Southern AV Pittsburgh, PA 15211",Y,Mount Washington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2709 Harassment (Non-Specific),1915,2,5,-80.0091631,40.42704095
2809221,16023346,6,2016-02-07T20:45:00,"5500 Block Walnut ST Pittsburgh, PA 15232",N,Shadyside,4,THEFT FROM BUILDING,3921 Theft by Unlawful Taking or Disposition.,703,8,2,-79.9335939,40.45096608
2810513,16023350,10,2016-02-07T21:02:00,"7100 Block Everton ST Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2706 Terroristic Threats.,1202,9,2,-79.89240698,40.46288431
2809224,16023358,18,2016-02-07T21:27:00,"2100 Block Park Hill DR Pittsburgh, PA 15221",Y,East Hills,5,MARIJUANA-POSSESS,9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount,1306,9,2,-79.8740214,40.45295266
2809233,16023374,10,2016-02-07T21:30:00,"6900 Block Lemington AV Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1201,9,2,-79.90442858,40.47388538
2809231,16023370,5,2016-02-07T21:50:00,"4000 Block Brighton RD Pittsburgh, PA 15212",N,Brighton Heights,1,BURGLARY/NO FORCE/RES,3502 Burglary.,2708,1,1,-80.04084848,40.4879087
2809227,16023362,17,2016-02-07T21:55:00,Zone 4,Y,,4,OPEN LEWDNESS,3127 Indecent Exposure. / 5901 Open Lewdness.,,,,,
2810045,16024880,6,2016-02-07T23:00:00,"200 Block Federal ST Pittsburgh, PA 15212",N,North Shore,1,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,2205,1,6,-80.00396022,40.44841334
2815057,16038347,99,2016-02-07T23:00:00,"Arion ST Pittsburgh, PA 15211",N,Mount Washington,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1915,4,5,-80.01274241,40.42060398
2809234,16023386,21,2016-02-07T23:00:00,"Saw Mill Run BL & Crane AV Pittsburgh, PA 15226",Y,Mount Washington,3,DRIVING UNDER INFLUENCE,3802(a)(1) DUI - General Impairment,1914,4,5,-80.01459684,40.41705795
2809238,16023412,5,2016-02-07T23:00:00,"300 Block Morewood AV Pittsburgh, PA 15213",N,Shadyside,4,BURGLARY/FORCE ENT/RES,3502 Burglary.,709,8,2,-79.94450428,40.45411935
2809235,16023392,10,2016-02-07T23:05:00,"5100 Block Gloster ST Pittsburgh, PA 15207",N,Hazelwood,4,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1501,5,3,-79.94434589,40.40677878
2809219,16023345,99,2016-02-07T23:40:00,"900 Block Lillian WY Pittsburgh, PA 15210",N,Allentown,3,NA,9123 Miscellaneous Fire Other Investigation to Continue,1803,3,4,-79.99066543,40.4187391
2809236,16023411,99,2016-02-07T23:42:00,"5500 Block Centre AV Pittsburgh, PA 15232",Y,Shadyside,4,NA,9504 Lost Property,709,7,2,-79.93643514,40.45663345
2809242,16023418,99,2016-02-07T23:45:00,"300 Block Cedar AV Pittsburgh, PA 15212",Y,East Allegheny,1,NA,9504 Lost Property,2304,1,1,-80.00084389,40.45089272
2815164,16024214,99,2016-02-07T23:59:00,"6500 Block LILAC ST PITTSBURGH, PA 15217",N,Squirrel Hill South,4,NA,9999 (Misc. Crime),1414,5,3,-79.92373308,40.42309123
2809691,16023427,4,2016-02-08T00:01:00,"7200 Block Upland ST Pittsburgh, PA 15208",Y,Homewood North,5,AGG ASSAULT/OTHER/INJURY,"2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1301,9,2,-79.89454512,40.46177811
2809692,16023430,10,2016-02-08T00:21:00,"5400 Block Rosetta ST Pittsburgh, PA 15206",N,Garfield,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1114,9,2,-79.93500303,40.46693917
2809693,16023437,10,2016-02-08T00:26:00,"3800 Block Brighton RD Pittsburgh, PA 15212",Y,Brighton Heights,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,2701,1,1,-80.03569278,40.48455007
2809694,16023443,24,2016-02-08T00:40:00,"2100 Block Forbes AV Pittsburgh, PA 15219",N,Bluff,2,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,103,6,3,-79.97591416,40.43720473
2809696,16023448,10,2016-02-08T01:00:00,"100 Block Cohassett ST Pittsburgh, PA 15211",Y,Mount Washington,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1903,2,5,-80.01829604,40.43779381
2809695,16023447,26,2016-02-08T01:02:00,"300 Block Penfort ST Pittsburgh, PA 15214",Y,Northview Heights,1,CRIMINAL TRESPASS,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2609,1,1,-80.00080625,40.47575475
2809697,16023490,99,2016-02-08T02:02:00,"500 Block Pressley ST Pittsburgh, PA 15212",Y,East Allegheny,1,NA,9497 Aided Case,2304,1,1,-79.99981282,40.45181225
2809698,16023498,99,2016-02-08T03:08:00,"1500 Block Summerdale ST Pittsburgh, PA 15204",Y,Windgap,6,NA,94951 Attempted Suicide,2807,2,5,-80.07320202,40.45642727
2809699,16023514,13,2016-02-08T03:39:00,"800 Block Brushton AV Pittsburgh, PA 15221",Y,Homewood South,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 5123 Contraband. / 6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount,1304,9,2,-79.88837848,40.45461029
2809701,16023515,7,2016-02-08T03:40:00,"5500 Block Harriet ST & Roup AV Pittsburgh, PA 15232",N,Friendship,5,MTR VEH THEFT (AUTO),3716 Accidents Involving Overturned Vehicles / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,807,,,0,0
2809708,16023590,5,2016-02-08T06:00:00,"5600 Block Munhall RD Pittsburgh, PA 15217",N,Squirrel Hill South,4,BURGLARY/NO FORCE/RES,3502 Burglary.,1413,5,3,-79.92460144,40.43335804
2809702,16023543,99,2016-02-08T06:05:00,"1400 Block Alton ST Pittsburgh, PA 15216",Y,Beechview,6,NA,9496 Dead on Arrival (DOA),1916,4,5,-80.02117303,40.41302129
2809703,16023550,14,2016-02-08T06:20:00,"2600 Block Brownsville RD Pittsburgh, PA 15227",N,Carrick,3,CRIMINAL MISCHIEF,3304 Criminal Mischief.,2904,4,4,-79.97880106,40.38544231
2809705,16023582,7,2016-02-08T06:30:00,"3800 Block N Neville ST Pittsburgh, PA 15224",N,Central Lawrenceville,2,MOTOR VEH THEFT/TRUCK-BUS,3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,901,8,3,-79.94878734,40.45030192
2818526,16039583,99,2016-02-08T07:30:00,"2200 Block WILNER DR PITTSBURGH, PA 15221",Y,East Hills,5,NA,9999 (Misc. Crime),1306,9,2,-79.86682966,40.45338758
2814861,16024242,99,2016-02-08T08:00:00,"600 Block CHAUTAUQUA ST PITTSBURGH, PA 15214",N,Allegheny Center,1,NA,9131 Security Requirements for Repositories.,2204,6,1,-80.01674321,40.46459311
2815163,16024197,99,2016-02-08T08:00:00,"90 Block SYLVANIA AV PITTSBURGH, PA 15210",N,Beltzhoover,3,NA,9999 (Misc. Crime),1809,3,4,-80.00624938,40.41712326
2809740,16023656,99,2016-02-08T08:00:00,"Jane ST & S 27th ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,4,-79.96789087,40.42538003
2809707,16023587,14,2016-02-08T08:06:00,"8200 Block Bricelyn ST Pittsburgh, PA 15221",Y,East Hills,5,CRIMINAL MISCHIEF,3304 Criminal Mischief. / 3502 Burglary. / 2709(b) Stalking,1306,9,2,-79.87993661,40.4541218
2809189,16023606,18,2016-02-08T08:30:00,"500 Block CRANE AV PITTSBURGH, PA 15216",Y,Beechview,6,MARIJUANA-POSSESS,13(a)(31) Marijuana: Possession Small Amount,1916,4,5,-80.01823348,40.41698861
2809713,16023597,5,2016-02-08T08:45:00,"100 Block Earl ST Pittsburgh, PA 15204",N,Esplen,6,BURGLARY/FORCE ENT/RES,3502 Burglary.,2017,2,5,-80.04823469,40.46022365
2809714,16023599,11,2016-02-08T09:00:00,"20 Block Sharon ST Pittsburgh, PA 15210",N,South Side Slopes,3,IDENTITY THEFT,4120 Identity Theft,1706,3,4,-79.98683815,40.42176343
2809715,16023612,5,2016-02-08T09:00:00,"600 Block Smithfield ST Pittsburgh, PA 15219",N,Golden Triangle/Civic Arena,2,BURGLARY/FORCE ENT/NON-RES,3502 Burglary.,201,6,6,-79.99740551,40.44152525
2809908,16023704,7,2016-02-08T09:00:00,"1500 Block Brownsville RD Pittsburgh, PA 15210",N,Carrick,3,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,2902,4,4,-79.9892215,40.40036794
2809536,16024230,99,2016-02-08T09:00:00,"1100 Block W North AV Pittsburgh, PA 15233",Y,Manchester,1,NA,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2107,6,1,-80.02076132,40.45318767
2809717,16023618,4,2016-02-08T09:22:00,"7100 Block Verona BL Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,AGG ASSAULT/GUN/INJURY,2702 Aggravated Assault.,1201,9,2,-79.88912031,40.47234529
2809720,16023630,99,2016-02-08T09:47:00,"Bigelow BL & Herron AV Pittsburgh, PA 15219",N,Strip District,2,NA,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.96593987,40.45576815
2809727,16023649,10,2016-02-08T10:00:00,"6200 Block Penn AV Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115,8,2,-79.92271679,40.46059432
2809723,16023639,6,2016-02-08T10:20:00,"800 Block Anaheim ST Pittsburgh, PA 15219",Y,Upper Hill,2,THEFT/ALL OTHERS,"3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",506,6,3,-79.96050202,40.45181212
2809946,16023826,24,2016-02-08T10:30:00,"1600 Block Broadhead ST Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),1202,9,2,-79.89177946,40.46872959
2809912,16023726,10,2016-02-08T10:31:00,"5400 Block Penn AV Pittsburgh, PA 15206",Y,Garfield,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1114,9,2,-79.93641591,40.46444116
2809750,16023688,11,2016-02-08T11:00:00,"5400 Block FIFTH AV Pittsburgh, PA 15232",N,Squirrel Hill North,4,THEFT BY DECEPTION,3922 Theft by Deception.,1402,8,3,-79.93311015,40.44868338
2810442,16025030,6,2016-02-08T11:00:00,"500 Block W North AV Pittsburgh, PA 15212",Y,Central Northside,1,THEFT FROM AUTO,3934 Theft from Vehicle,2206,1,1,-80.01186874,40.45480229
2809743,16023680,6,2016-02-08T11:30:00,"200 Block 5th AV Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,RETAIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-80.00207379,40.44122843
2810455,16025081,11,2016-02-08T11:30:00,"1300 Block Federal ST Pittsburgh, PA 15212",Y,Central Northside,1,THEFT BY DECEPTION,3922 Theft by Deception.,2206,1,1,-80.00687314,40.45673145
2809742,16023659,99,2016-02-08T11:40:00,"500 Block East Ohio ST Pittsburgh, PA 15212",N,East Allegheny,1,NA,9504 Lost Property,2304,1,1,-80.00057528,40.45353917
2809948,16023828,6,2016-02-08T12:00:00,"1500 Block Crucible ST Pittsburgh, PA 15220",N,Crafton Heights,6,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2814,2,5,-80.05111326,40.44716839
